location,property_type,area,rooms,bathrooms,floor_number,total_floors,age_of_property,furnishing_status,parking_spaces,near_metro,gated,near_school,near_it_park,pool,gym,security,garden,clubhouse,play_area,backup,rainwater,ev_charging,cctv,intercom,rooftop,price
Sadashivanagar,Penthouse,2669,4,4,3,16,0,Semi-Furnished,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,81208032
Electronic City Phase 1,Independent House,2489,4,5,9,9,10,Semi-Furnished,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,19375717
Rayan Circle,Apartment,2136,3,2,0,1,15,Fully-Furnished,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,24544408
Electronic City Phase 2,Villa,1196,2,2,14,15,15,Fully-Furnished,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,12844084
Chandapura,Apartment,1755,3,2,5,16,5,Semi-Furnished,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,10657800
Yeshwanthpur,Villa,2698,4,5,1,11,5,Fully-Furnished,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,40237252
Sahakara Nagar,Independent House,1829,3,3,0,13,15,Semi-Furnished,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,19241556
Rajajinagar,Apartment,653,1,1,1,4,15,Semi-Furnished,2,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,10243278
Varthur,Apartment,1884,3,2,5,10,10,Fully-Furnished,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,19371790
JP Nagar,Independent House,623,1,1,10,11,10,Semi-Furnished,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,7855522
Kanakapura Road,Independent House,1221,2,1,8,19,5,Semi-Furnished,2,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,13286054
Bellandur,Independent House,628,1,1,3,6,2,Semi-Furnished,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,8961398
Basavanagudi,Villa,1134,2,1,8,18,15,Semi-Furnished,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,24660482
Sahakara Nagar,Independent House,1325,2,1,6,12,0,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,15501047
Marathahalli,Apartment,1199,2,3,6,8,2,Fully-Furnished,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,13620838
Bannerghatta Road,Apartment,605,1,1,1,19,15,Fully-Furnished,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,6421707
Tumkur Road,Villa,2685,4,3,4,10,10,Unfurnished,2,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,29230805
Jakkar,Independent House,2523,4,5,4,8,15,Semi-Furnished,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,24952712
Old Airport Road,Apartment,3621,4,4,9,10,10,Unfurnished,2,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,51490117
Basavanagudi,Apartment,736,1,1,1,12,5,Fully-Furnished,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,12535360
Hoodi,Penthouse,1807,3,4,8,13,10,Unfurnished,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,27641117
Old Airport Road,Independent House,834,1,1,1,7,2,Semi-Furnished,2,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,13162704
Marathahalli,Independent House,1346,2,1,15,19,10,Unfurnished,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,13251824
Yelahanka,Independent House,2496,4,4,5,6,15,Fully-Furnished,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,24805204
Begur,Apartment,4227,4,5,8,16,5,Fully-Furnished,2,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,36377513
Outer Ring Road,Independent House,3465,4,4,9,16,0,Fully-Furnished,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,46894755
Electronic City Phase 1,Independent House,962,2,1,4,14,0,Semi-Furnished,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,8567539
Malleswaram,Penthouse,3875,4,3,11,12,5,Unfurnished,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,87027754
Hebbal,Independent House,4443,4,3,8,20,5,Fully-Furnished,2,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,55553465
CV Raman Nagar,Independent House,1345,2,2,10,17,5,Unfurnished,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,13740863
Malleswaram,Apartment,1492,3,3,7,10,15,Unfurnished,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,25406100
Kanakapura Road,Independent House,527,1,1,1,10,15,Fully-Furnished,2,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,6014173
Varthur,Penthouse,948,2,3,5,16,10,Fully-Furnished,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,13607134
Domlur,Apartment,1756,3,4,3,6,5,Semi-Furnished,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,26958685
Jakkar,Villa,3005,4,4,13,14,15,Unfurnished,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,41276097
Kanakapura Road,Apartment,3749,4,4,11,15,15,Fully-Furnished,2,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,37643198
Yelahanka,Villa,3483,4,5,6,13,2,Unfurnished,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,49342917
KR Puram,Independent House,767,1,1,15,16,0,Fully-Furnished,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,8682456
Magadi Road,Independent House,501,1,1,5,15,2,Fully-Furnished,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,5031697
Hoodi,Villa,1634,3,4,0,1,5,Semi-Furnished,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,27071061
Sadashivanagar,Apartment,827,1,1,13,14,10,Unfurnished,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,18674432
Electronic City,Independent House,3238,4,4,6,6,0,Fully-Furnished,2,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,25835961
Nagarbhavi,Penthouse,716,1,1,6,9,2,Semi-Furnished,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,9680972
Rajajinagar,Apartment,2725,4,3,4,17,5,Unfurnished,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,39013382
HSR Layout,Villa,1038,2,2,2,8,15,Unfurnished,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,20949785
RT Nagar,Independent House,664,1,1,12,17,10,Unfurnished,2,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,7518339
Sarjapur Road,Independent House,2588,4,4,14,20,15,Fully-Furnished,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,27260624
Sarjapur Road,Penthouse,1203,2,1,8,20,0,Semi-Furnished,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,17278235
Sahakara Nagar,Penthouse,988,2,1,9,11,15,Unfurnished,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,14567333
Marathahalli,Independent House,674,1,1,5,19,2,Fully-Furnished,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8323425
Mahadevapura,Apartment,1692,3,3,6,15,2,Semi-Furnished,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,19782218
Sarjapur Road,Independent House,2012,3,3,10,10,15,Semi-Furnished,2,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,21565619
KR Puram,Independent House,1701,3,3,15,17,10,Semi-Furnished,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,16742677
Magadi Road,Apartment,2021,3,2,15,19,10,Semi-Furnished,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,15870667
Basavanagudi,Penthouse,1773,3,2,1,16,5,Unfurnished,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,36704035
Devanahalli,Penthouse,1842,3,4,15,18,5,Unfurnished,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,19758756
Kadugodi,Penthouse,1458,3,2,13,19,10,Fully-Furnished,2,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,19856617
Vijayanagar,Independent House,826,1,1,11,18,0,Fully-Furnished,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,10063214
KR Puram,Villa,1185,2,2,9,16,15,Unfurnished,2,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,16908894
Marathahalli,Villa,750,1,1,13,15,10,Semi-Furnished,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,11369252
Malleswaram,Independent House,539,1,1,0,2,5,Semi-Furnished,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,9582306
Electronic City,Villa,1237,2,1,11,17,15,Semi-Furnished,2,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,13674857
Panathur,Independent House,1207,2,2,0,17,0,Semi-Furnished,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,13624890
Kengeri,Apartment,1313,2,3,1,6,10,Unfurnished,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,11053838
Hebbal,Independent House,4217,4,4,4,20,10,Semi-Furnished,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,51703841
Rajajinagar,Apartment,2889,4,4,11,11,15,Semi-Furnished,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,41304009
Padmanabhanagar,Villa,3230,4,3,9,10,0,Fully-Furnished,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,44391091
Vijayanagar,Penthouse,1692,3,4,12,12,10,Fully-Furnished,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,23316719
Yeshwanthpur,Apartment,2149,3,2,6,19,5,Unfurnished,2,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,22407461
Hebbal,Apartment,3642,4,4,10,13,2,Semi-Furnished,2,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,45791960
JP Nagar,Penthouse,2117,3,4,6,8,2,Semi-Furnished,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,33107203
Kengeri,Apartment,722,1,1,4,5,0,Unfurnished,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,6362619
Old Airport Road,Apartment,2100,3,3,2,7,0,Fully-Furnished,2,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,31518889
Kengeri,Apartment,1191,2,1,13,18,5,Unfurnished,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,10466775
Old Airport Road,Independent House,2406,4,3,4,13,0,Unfurnished,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,34760849
Mahadevapura,Penthouse,2686,4,5,11,16,2,Fully-Furnished,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,43114454
Bellandur,Villa,729,1,1,1,3,10,Unfurnished,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,14073361
Bellandur,Independent House,4068,4,4,11,17,15,Fully-Furnished,2,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,54489988
Brookefield,Villa,618,1,1,12,19,2,Fully-Furnished,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,12229981
Electronic City Phase 2,Independent House,1364,2,1,3,9,0,Fully-Furnished,2,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,11409476
BTM Layout,Villa,3228,4,4,3,12,10,Unfurnished,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,53451416
Sarjapur Road,Independent House,4059,4,3,9,12,5,Fully-Furnished,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,42155971
KR Puram,Penthouse,1335,2,3,1,16,0,Fully-Furnished,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,18603721
Magadi Road,Independent House,3417,4,3,5,13,15,Unfurnished,2,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,26436633
Frazer Town,Independent House,1178,2,2,3,11,10,Unfurnished,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,18054122
Begur,Penthouse,1286,2,2,3,15,0,Unfurnished,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,15408148
Sarjapur Road,Apartment,541,1,1,8,14,2,Semi-Furnished,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,6984275
Jakkar,Independent House,3831,4,3,12,17,10,Semi-Furnished,2,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,37921870
Yelahanka,Penthouse,819,1,1,3,16,2,Fully-Furnished,2,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,12724917
Sarjapur Road,Villa,2088,3,2,6,6,15,Unfurnished,2,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,30773048
Varthur,Penthouse,1457,3,4,11,14,5,Fully-Furnished,2,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,21638681
Kadugodi,Penthouse,1768,3,4,7,9,5,Unfurnished,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,23312278
Sadashivanagar,Villa,1887,3,2,1,8,5,Semi-Furnished,2,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,61897071
Bommasandra,Independent House,4409,4,5,15,18,0,Fully-Furnished,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,29625279
BTM Layout,Penthouse,1398,2,2,8,20,5,Semi-Furnished,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,22285704
Yeshwanthpur,Penthouse,1503,3,3,4,20,15,Fully-Furnished,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,21015552
Anjanapura,Penthouse,2378,4,5,12,18,15,Unfurnished,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,23127972
Rajajinagar,Independent House,2076,3,4,1,6,0,Unfurnished,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,31321215
Old Airport Road,Independent House,2715,4,3,12,14,0,Fully-Furnished,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,40025565
RT Nagar,Villa,912,2,2,13,13,2,Unfurnished,2,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,14824665
Koramangala,Penthouse,1088,2,2,11,13,10,Fully-Furnished,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,26435377
Banaswadi,Apartment,3945,4,5,9,16,10,Unfurnished,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,36654474
BTM Layout,Penthouse,1913,3,2,3,20,15,Fully-Furnished,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,30224453
Hoodi,Villa,848,1,1,7,8,2,Semi-Furnished,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,14850212
Yelahanka,Independent House,1980,3,3,2,7,15,Semi-Furnished,2,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,19776564
Kadugodi,Apartment,2719,4,4,3,7,2,Fully-Furnished,2,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,27269185
Magadi Road,Villa,4394,4,3,14,14,0,Fully-Furnished,2,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,49442727
Malleswaram,Penthouse,3103,4,3,3,19,10,Unfurnished,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,70281131
Padmanabhanagar,Independent House,3447,4,5,7,14,0,Unfurnished,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,32351022
HSR Layout,Penthouse,2914,4,5,13,19,2,Fully-Furnished,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,55449527
Marathahalli,Penthouse,4054,4,5,8,11,2,Fully-Furnished,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,55899487
Rayan Circle,Independent House,2546,4,5,4,8,5,Fully-Furnished,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,30260601
Kadugodi,Apartment,1216,2,1,3,11,0,Fully-Furnished,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,12589151
Hosur Road,Villa,2128,3,4,11,18,0,Unfurnished,2,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,28211636
Vijayanagar,Apartment,798,1,1,2,2,0,Fully-Furnished,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,8846315
Bommasandra,Independent House,968,2,3,5,8,2,Fully-Furnished,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7912074
Anjanapura,Penthouse,1165,2,3,1,6,2,Semi-Furnished,2,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,12888919
Hoodi,Independent House,957,2,3,6,11,10,Unfurnished,2,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,11420323
Indiranagar,Apartment,1036,2,3,13,20,10,Semi-Furnished,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,19050806
Bannerghatta Road,Apartment,4257,4,4,3,7,15,Fully-Furnished,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,40971937
CV Raman Nagar,Apartment,1137,2,1,6,17,5,Fully-Furnished,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,12467682
Hoodi,Independent House,3783,4,5,0,5,5,Fully-Furnished,2,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,42911797
Frazer Town,Penthouse,943,2,3,7,16,10,Unfurnished,2,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,20075577
Thanisandra,Penthouse,1896,3,2,1,5,0,Unfurnished,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,27316725
Hennur Road,Independent House,612,1,1,10,19,10,Fully-Furnished,2,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,7899659
Domlur,Penthouse,1960,3,4,10,17,15,Semi-Furnished,2,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,39855562
Bellandur,Villa,774,1,1,1,3,10,Fully-Furnished,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,15821979
Kanakapura Road,Apartment,3714,4,5,9,15,2,Unfurnished,2,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,37800170
Panathur,Penthouse,1233,2,3,9,20,0,Semi-Furnished,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,18635868
Hebbal,Apartment,3337,4,3,14,18,15,Semi-Furnished,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,40520520
HSR Layout,Independent House,754,1,1,11,16,2,Unfurnished,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,11631439
Mahadevapura,Apartment,1814,3,2,8,20,15,Fully-Furnished,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,21543952
HSR Layout,Apartment,3876,4,5,3,11,0,Unfurnished,2,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,54566092
Panathur,Villa,1626,3,4,9,15,15,Fully-Furnished,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,24556328
Tumkur Road,Independent House,2679,4,5,9,13,10,Semi-Furnished,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,20773361
Electronic City,Independent House,2928,4,5,13,15,15,Semi-Furnished,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,22485004
Sarjapur Road,Penthouse,975,2,2,13,16,5,Fully-Furnished,2,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,14998477
Thanisandra,Independent House,2046,3,2,2,10,0,Unfurnished,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,21928933
Anjanapura,Villa,1549,3,4,12,19,2,Fully-Furnished,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,16947233
Kengeri,Apartment,1825,3,3,12,19,5,Unfurnished,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,15668997
KR Puram,Villa,707,1,1,12,19,10,Unfurnished,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,9835470
Rayan Circle,Penthouse,3766,4,4,3,9,0,Fully-Furnished,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,58109154
Kengeri,Villa,670,1,1,1,14,0,Fully-Furnished,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,9240623
Whitefield,Villa,2144,3,4,11,18,0,Unfurnished,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,37249762
Basavanagudi,Penthouse,1672,3,4,5,18,5,Fully-Furnished,2,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,35718824
Electronic City Phase 1,Apartment,605,1,1,11,18,15,Unfurnished,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,4059915
Marathahalli,Apartment,4332,4,5,12,18,5,Fully-Furnished,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,44553394
Basavanagudi,Penthouse,752,1,1,4,8,2,Semi-Furnished,2,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,16714452
Tumkur Road,Villa,1229,2,2,15,17,0,Unfurnished,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,13943833
Magadi Road,Independent House,2102,3,3,0,12,10,Semi-Furnished,2,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,16817465
Mahadevapura,Penthouse,2578,4,3,10,17,15,Unfurnished,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,39570190
Marathahalli,Penthouse,751,1,1,8,8,2,Fully-Furnished,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,11204599
Bommasandra,Independent House,3008,4,3,12,17,10,Semi-Furnished,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,19341793
Devanahalli,Apartment,3432,4,5,4,7,10,Semi-Furnished,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,27358781
Kanakapura Road,Independent House,544,1,1,11,16,10,Semi-Furnished,2,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,6387799
Uttarahalli,Apartment,3338,4,5,6,7,5,Unfurnished,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,29753154
Jayanagar,Villa,1236,2,3,14,17,5,Unfurnished,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,28514654
Begur,Independent House,618,1,1,1,11,10,Semi-Furnished,2,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,6146918
Hebbal,Penthouse,1698,3,2,4,17,10,Unfurnished,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,28440614
Banaswadi,Apartment,2011,3,2,13,18,10,Semi-Furnished,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,18566488
Electronic City,Penthouse,543,1,1,9,9,2,Semi-Furnished,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,6379048
Kanakapura Road,Independent House,1291,2,2,10,13,5,Fully-Furnished,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,14535715
Kadugodi,Penthouse,2815,4,4,3,18,2,Fully-Furnished,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,36662198
Uttarahalli,Penthouse,1550,3,2,12,14,0,Unfurnished,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,18776202
Banaswadi,Apartment,1324,2,1,12,19,2,Fully-Furnished,2,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,13700527
Domlur,Penthouse,1862,3,2,4,20,2,Unfurnished,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36921634
Outer Ring Road,Apartment,1191,2,3,0,9,5,Semi-Furnished,2,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,17323942
Bannerghatta Road,Penthouse,1203,2,2,15,15,15,Unfurnished,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,15359088
Varthur,Independent House,2188,3,2,8,10,5,Unfurnished,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,22582793
Rajajinagar,Villa,3830,4,4,6,6,10,Unfurnished,2,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,79233772
Nagarbhavi,Penthouse,4400,4,3,4,19,15,Unfurnished,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,55245156
Indiranagar,Penthouse,768,1,1,15,20,10,Unfurnished,2,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,19119394
Panathur,Penthouse,2690,4,3,15,16,15,Fully-Furnished,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,36346566
Rajajinagar,Villa,1188,2,2,8,8,5,Fully-Furnished,2,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,26026332
Hosur Road,Apartment,728,1,1,15,16,2,Fully-Furnished,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,7798962
Frazer Town,Penthouse,2651,4,5,15,17,5,Fully-Furnished,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,55708063
Chandapura,Independent House,505,1,1,1,4,5,Semi-Furnished,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3776535
Mahadevapura,Villa,1391,2,1,12,18,10,Semi-Furnished,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,23002607
RT Nagar,Villa,1653,3,2,12,13,15,Unfurnished,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,24799267
HSR Layout,Apartment,3280,4,4,1,5,5,Unfurnished,2,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,45954384
Hebbal,Villa,1070,2,2,6,17,5,Semi-Furnished,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,19724611
Electronic City Phase 2,Apartment,1180,2,2,7,18,10,Fully-Furnished,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,9332997
Varthur,Apartment,4380,4,3,10,11,10,Unfurnished,2,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,44027875
Frazer Town,Villa,791,1,1,15,18,10,Semi-Furnished,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,17488707
Kanakapura Road,Independent House,2531,4,5,12,20,2,Fully-Furnished,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,27018188
Hennur Road,Villa,1950,3,2,7,8,2,Semi-Furnished,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,31257246
Jayanagar,Independent House,1669,3,2,15,19,5,Unfurnished,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,26952312
RT Nagar,Apartment,2009,3,4,7,15,10,Semi-Furnished,2,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,22210975
Hosur Road,Apartment,1054,2,2,12,20,0,Semi-Furnished,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,10223667
Vijayanagar,Penthouse,598,1,1,9,15,10,Fully-Furnished,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,8261700
CV Raman Nagar,Independent House,1391,2,1,2,17,0,Fully-Furnished,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,15271198
Rayan Circle,Independent House,956,2,2,12,18,10,Fully-Furnished,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,11343743
Hennur Road,Penthouse,1674,3,2,6,6,10,Semi-Furnished,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,25004767
Thanisandra,Penthouse,3449,4,3,0,2,15,Semi-Furnished,2,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,48969779
